Product No.,Description,CAS,Package Size,Price (Euro),USP Traceability
RTC000094,Propyl Acetate,109-60-4,20 mL,EUR 128,1576402
RTC000095,Methyl Isobutyl Ketone,108-10-1,20 mL,EUR 128,1430203
RTC000096,Toluene,108-88-3,20 mL,EUR 128,1601805
RTC000098,Dimethylformamide,68-12-2,20 mL,EUR 170,1601500
RTC000099,Chlorobenzene,108-90-7,20 mL,EUR 128,1601361
RTC000100,Ethylbenzene,100-41-4,20 mL,EUR 128,1265457
RTC000101,m-Xylene,108-38-3,20 mL,EUR 128,1601849
RTC000102,o-Xylene,95-47-6,20 mL,EUR 164,1601849
RTC000103,Dimethyl Sulfoxide,67-68-5,20 mL,EUR 215,1211006
RTC000103,Dimethyl Sulfoxide,67-68-5,20 mL,EUR 215,1211006
RTC000104,"N,N-Dimethylacetamide",127-19-5,20 mL,EUR 128,1601485
